2.0 Y10, 10 F3
2.0 Y14, 140 E
2.3 Y14, 140 F
2.3 Y10, 10 E1
115.375, 106.5
114.454, 106.8
113.409, 107.2
111.702, 107.7
109.892, 108.2
105.775, 109.3
103.168, 110.0
100.608, 110.9
97.232 , 112.1
95.548 , 112.6
93.896 , 113.0
92.371 , 113.4
91.077 , 113.6
89.948 , 113.8
89.463 , 113.8
89.784 , 113.7
90.899 , 113.1
92.188 , 112.4
93.684 , 111.8
95.422 , 111.1
97.819 , 110.3
99.818 , 109.7
103.364, 108.7
107.158, 107.7
109.722, 107.0
112.656, 106.3
114.656, 105.9
116.064, 105.7
116.685, 105.6
117.517, 105.5
119.367, 105.0
117.421, 106.0
116.369, 106.5
115.515, 106.9
114.582, 107.2
113.526, 107.6
111.809, 108.1
109.992, 108.6
105.872, 109.7
103.289, 110.4
100.737, 111.2
97.356 , 112.4
95.658 , 113.0
93.991 , 113.4
92.451 , 113.8
91.142 , 114.0
89.987 , 114.2
89.31 Y, 114.2
88.967 , 114.2
88.859 , 114.2
88.758 , 113.9
88.805 , 113.8
89.592 , 113.3
90.722 , 112.7
92.024 , 112.1
93.537 , 111.4
95.292 , 110.7
97.702 , 109.9
99.71 Y, 109.3
103.261, 108.3
107.059, 107.3
109.632, 106.6
112.574, 106.0
114.584, 105.6
116.002, 105.3
116.636, 105.2
118.247, 105.0
119.307, 105.0
119.367, 105.0
117.421, 106.0
116.616, 106.4
141.223, 102.3
144.454, 101.5
144.469, 101.5
147.044, 100.8
147.073, 100.7
147.886, 100.5
148.699, 100.3
149.513, 100.0
149.657, 100.0
150.545, 99.75
151.433, 99.47
152.321, 99.20
153.21 , 98.92
155.475, 98.21
155.563, 98.18
156.076, 98.02
156.59 , 97.86
157.103, 97.69
157.251, 97.65
157.399, 97.60
157.251, 97.65
157.103, 97.69
156.59 , 97.86
156.076, 98.02
155.563, 98.18
155.475, 98.21
154.387, 98.55
160.309, 96.61
159.954, 96.82
158.885, 97.35
158.385, 97.54
157.885, 97.73
157.772, 97.80
157.659, 97.87
157.546, 97.95
157.252, 98.07
155.632, 98.66
153.356, 99.40
149.627, 100.4
144.56 , 101.8
141.311, 102.7
141.208, 102.7
141.105, 102.7
141.002, 102.7
140.899, 102.7
138.564, 103.2
138.492, 103.3
137.669, 103.5
136.846, 103.6
136.11 , 103.8
135.707, 103.9
135.305, 104.0
133.948, 104.2
133.558, 104.3
133.888, 104.1
135.216, 103.6
135.612, 103.5
136.008, 103.4
136.734, 103.2
137.55 , 103.0
138.366, 102.8
138.437, 102.7
140.765, 102.1
140.857, 102.1
140.949, 102.1
141.041, 102.0
141.133, 102.0
144.362, 101.1
146.943, 100.4
149.522, 99.63
153.567, 98.27
155.433, 97.71
157.314, 97.23
157.449, 97.22
157.584, 97.22
157.718, 97.21
158.233, 97.07
158.747, 96.93
160.25 , 96.62
161.249, 96.47
160.956, 96.71
160.153, 97.18
159.065, 97.73
157.393, 98.43
155.758, 99.03
153.47 , 99.77
149.732, 100.8
144.66 , 102.2
141.234, 103.1
138.659, 103.7
136.19 , 104.2
134.002, 104.6
132.242, 104.8
131.486, 104.9
132.28 , 104.5
133.164, 104.1
133.749, 103.8
135.089, 103.3
136.608, 102.8
138.25 , 102.3
144.264, 100.7
146.839, 100.0
149.396, 99.26
153.45 , 97.90
155.328, 97.34
156.938, 96.92
158.986, 96.45
160.735, 96.13
161.263, 96.09
161.3 Y, 96.16
161.314, 96.25
161.273, 96.42
161.249, 96.47
160.956, 96.71
160.153, 97.18
159.065, 97.73
158.537, 97.95
128.564, 104.0
128.659, 104.5
128.649, 104.8
128.636, 105.2
128.473, 105.9
128.177, 106.6
127.759, 107.2
127.236, 107.7
126.627, 108.1
125.953, 108.3
125.241, 108.4
124.519, 108.4
123.817, 108.2
123.162, 107.9
122.579, 107.5
122.089, 107.0
121.71 , 106.4
121.457, 105.7
121.341, 105.0
121.364, 104.3
121.526, 103.6
121.733, 103.2
122.032, 102.8
122.374, 102.4
122.838, 102.0
123.459, 101.6
124.127, 101.4
124.755, 101.3
125.474, 101.3
126.095, 101.4
126.56 , 101.6
127.141, 102.0
127.551, 102.3
127.954, 102.8
128.329, 103.3
128.543, 103.8
128.555, 103.9
128.941, 103.8
129.057, 104.5
129.046, 104.8
129.031, 105.3
128.851, 106.1
128.523, 106.8
128.06 , 107.4
127.479, 108.0
126.803, 108.4
126.056, 108.7
125.267, 108.8
124.467, 108.8
123.689, 108.6
122.962, 108.3
122.316, 107.8
121.772, 107.2
121.352, 106.6
121.072, 105.8
120.942, 105.0
120.969, 104.2
121.15 , 103.5
121.394, 103.0
121.739, 102.5
122.219, 102.0
122.606, 101.7
123.278, 101.3
123.742, 101.1
124.237, 100.9
124.735, 100.9
125.519, 100.9
126.012, 101.0
126.498, 101.2
126.957, 101.4
127.382, 101.7
127.812, 102.0
128.265, 102.5
128.681, 103.1
128.928, 103.7
128.931, 103.7
129.308, 103.6
129.445, 104.5
129.433, 104.9
129.417, 105.3
129.219, 106.2
128.86 , 107.0
128.352, 107.7
127.716, 108.3
126.975, 108.8
126.156, 109.1
125.292, 109.2
124.417, 109.2
123.564, 109.0
122.768, 108.6
122.059, 108.1
121.463, 107.5
121.003, 106.7
120.696, 105.9
120.554, 105.1
120.583, 104.2
120.783, 103.3
121.063, 102.8
121.592, 102.1
121.957, 101.7
122.379, 101.4
123.101, 100.9
123.617, 100.7
124.161, 100.6
124.716, 100.5
125.564, 100.5
126.113, 100.6
126.646, 100.8
127.15 , 101.0
127.617, 101.4
128.067, 101.8
128.567, 102.3
129.024, 102.9
129.291, 103.6
127.952, 105.0
127.913, 104.2
127.789, 103.8
127.6 Y, 103.5
127.084, 102.9
122.982, 107.0
123.348, 107.3
123.861, 107.5
124.419, 107.7
125 Y10, 107.8
125.581, 107.7
126.139, 107.5
126.652, 107.3
127.018, 107.0
122.919, 102.9
123.247, 102.6
123.768, 102.3
124.449, 102.0
125.058, 102.0
124.449, 102.0
123.768, 102.3
123.247, 102.6
122.919, 102.9
123.47 , 103.4
121.648, 105.0
121.673, 104.3
121.821, 103.7
122.002, 103.3
122.419, 102.8
123.024, 102.2
123.618, 101.9
124.34 , 101.6
124.837, 101.6
125.437, 101.6
125.826, 101.7
126.434, 101.9
126.949, 102.2
127.47 , 102.7
127.706, 103 E
128.051, 103.4
128.242, 103.9
128.348, 104.5
128.33 , 105.2
128.184, 105.8
127.915, 106.5
127.534, 107.0
127.055, 107.4
126.496, 107.8
125.876, 108.0
125.222, 108.1
124.558, 108.1
123.912, 108.0
123.31 , 107.7
122.775, 107.3
122.327, 106.8
121.981, 106.3
121.752, 105.6
121.68 , 105.2
121.752, 105.6
121.981, 106.3
122.327, 106.8
122.775, 107.3
123.31 , 107.7
123.367, 107.7
92.531 , 112.4
92.629 , 112.3
92.966 , 112.2
93.302 , 112.1
93.639 , 112.0
94.012 , 111.9
94.386 , 111.8
95.263 , 111.5
96.939 , 111.0
97.913 , 110.7
98.77 Y, 110.4
99.628 , 110.1
100.486, 109.9
101.198, 109.7
101.219, 109.7
102.075, 109.4
102.932, 109.2
102.957, 109.1
105.539, 108.4
108.745, 107.6
105.689, 108.4
115.361, 105.9
115.306, 106.0
115.251, 106.0
115.196, 106.0
115.141, 106.1
115.085, 106.1
115.03 , 106.2
114.542, 106.3
114.053, 106.5
113.988, 106.5
112.874, 106.8
111.759, 107.1
111.562, 107.2
109.203, 107.8
109.111, 107.8
109.019, 107.9
108.927, 107.9
108.835, 107.9
105.633, 108.8
103.041, 109.5
101.326, 110.0
97.093 , 111.5
95.404 , 112.0
93.752 , 112.5
92.722 , 112.7
92.552 , 112.7
92.382 , 112.7
92.212 , 112.8
90.919 , 113.0
89.921 , 113.2
91.131 , 112.6
92.042 , 112.2
92.19 Y, 112.2
92.338 , 112.1
92.486 , 112.0
94.229 , 111.3
96.209 , 110.7
97.776 , 110.2
100.372, 109.5
106.164, 107.9
108.658, 107.3
108.761, 107.2
108.864, 107.2
108.967, 107.2
109.07 , 107.2
111.436, 106.7
111.632, 106.6
112.758, 106.3
113.884, 106.1
113.947, 106.1
114.445, 106.0
114.944, 105.8
115.014, 105.9
115.083, 105.9
115.153, 105.9
115.222, 105.9
115.292, 105.9
115.302, 105.9
115.361, 105.9
115.306, 106.0
115.251, 106.0
115.196, 106.0
115.141, 106.1
115.085, 106.1
115.03 , 106.2
114.542, 106.3
114.053, 106.5
113.988, 106.5
112.874, 106.8
112.458, 106.9
118.521, 105.0
116.837, 105.8
115.606, 106.4
114.171, 106.9
111.875, 107.5
105.736, 109.2
103.161, 109.9
101.449, 110.4
97.213 , 111.8
95.514 , 112.4
93.85 Y, 112.8
92.317 , 113.2
91.015 , 113.5
89.802 , 113.7
89.117 , 113.8
88.73 Y, 113.9
88.675 , 113.7
88.756 , 113.5
89.245 , 113.1
89.695 , 112.8
90.936 , 112.2
92.343 , 111.6
94.102 , 111.0
96.093 , 110.3
97.667 , 109.8
100.268, 109.1
106.065, 107.5
108.766, 106.8
111.341, 106.2
113.81 , 105.7
115.998, 105.3
117.759, 105.1
118.461, 105.0
118.521, 105.0
116.837, 105.8
115.708, 106.3
147.633, 100.8
147.636, 100.8
147.684, 100.8
147.732, 100.7
147.781, 100.7
147.829, 100.7
147.877, 100.6
149.648, 100.1
150.437, 99.92
152.123, 99.39
153.809, 98.87
155.484, 98.37
156.398, 98.10
157.393, 97.82
157.989, 97.65
158.059, 97.66
158.13 , 97.66
158.2 Y, 97.67
158.271, 97.68
158.342, 97.68
158.412, 97.69
158.358, 97.74
158.305, 97.78
158.251, 97.83
158.198, 97.87
158.144, 97.92
158.091, 97.97
157.497, 98.18
156.512, 98.48
155.606, 98.77
153.936, 99.28
152.24 , 99.77
150.544, 100.2
149.748, 100.5
147.967, 100.9
147.906, 100.9
147.845, 100.9
147.784, 100.9
147.723, 100.9
147.662, 100.9
147.601, 100.9
147.54 , 100.9
147.586, 100.9
147.633, 100.8
147.636, 100.8
147.684, 100.8
147.732, 100.7
147.781, 100.7
147.829, 100.7
147.877, 100.6
149.648, 100.1
150.437, 99.92
150.547, 99.88
158.412, 97.69
158.725, 97.59
159.038, 97.49
158.725, 97.59
158.412, 97.69
135.918, 103.9
136.413, 103.8
136.909, 103.7
137.501, 103.5
138.094, 103.4
139.41 , 103.0
143.665, 102.0
145.391, 101.5
147.107, 101.0
147.54 , 100.9
147.107, 101.0
145.391, 101.5
144.494, 101.7
161.246, 96.79
160.822, 97.12
160.222, 97.46
159.218, 97.92
157.626, 98.53
155.727, 99.15
154.048, 99.66
150.643, 100.6
145.52 , 102.0
142.094, 102.9
139.516, 103.5
136.992, 104.1
135.985, 104.2
135.85 , 104.2
135.714, 104.2
135.579, 104.2
135.341, 104.3
135.01 , 104.4
134.68 , 104.5
133.996, 104.6
132.793, 104.7
133.884, 104.3
134.563, 104.0
135.007, 103.9
135.451, 103.7
135.57 , 103.7
135.69 , 103.6
135.809, 103.5
137.977, 102.9
143.542, 101.5
146.974, 100.5
149.534, 99.81
153.781, 98.45
156.291, 97.72
160.596, 96.61
161.342, 96.44
161.356, 96.55
161.271, 96.74
161.246, 96.79
160.822, 97.12
160.222, 97.46
159.218, 97.92
158.5 Y, 98.19
128.485, 104.0
128.573, 104.4
128.573, 104.7
128.574, 105.1
128.437, 105.8
128.168, 106.5
127.777, 107.1
127.281, 107.6
126.697, 107.9
126.046, 108.2
125.353, 108.3
124.647, 108.3
123.955, 108.2
123.303, 107.9
122.719, 107.6
122.223, 107.1
121.832, 106.5
121.563, 105.8
121.426, 105.1
121.427, 104.4
121.539, 103.9
121.672, 103.5
121.979, 103.0
122.414, 102.5
122.883, 102.1
123.492, 101.7
124.145, 101.5
124.76 , 101.3
125.448, 101.4
126.121, 101.5
126.69 , 101.8
127.133, 102.1
127.518, 102.4
127.893, 102.8
128.267, 103.3
128.437, 103.7
128.473, 103.9
128.859, 103.8
128.97 , 104.4
128.971, 104.7
128.971, 105.2
128.818, 105.9
128.52 , 106.7
128.086, 107.3
127.534, 107.9
126.885, 108.3
126.161, 108.6
125.392, 108.7
124.608, 108.7
123.839, 108.6
123.115, 108.3
122.466, 107.9
121.914, 107.3
121.48 , 106.7
121.182, 105.9
121.029, 105.2
121.03 , 104.4
121.149, 103.8
121.316, 103.3
121.662, 102.7
122.121, 102.2
122.651, 101.7
123.078, 101.5
123.564, 101.2
124.042, 101.1
124.74 , 101.0
125.501, 101.0
126.243, 101.1
126.94 , 101.5
127.387, 101.8
127.787, 102.1
128.203, 102.6
128.616, 103.1
128.818, 103.6
128.847, 103.8
129.223, 103.7
129.358, 104.3
129.358, 104.7
129.358, 105.2
129.191, 106.0
128.863, 106.8
128.387, 107.6
127.781, 108.2
127.068, 108.6
126.274, 109.0
125.43 , 109.1
124.57 , 109.1
123.726, 109.0
122.932, 108.6
122.219, 108.2
121.613, 107.6
121.137, 106.8
120.809, 106.0
120.642, 105.2
120.642, 104.3
120.77 , 103.7
120.968, 103.1
121.353, 102.5
122.012, 101.8
122.424, 101.4
123.134, 101.0
123.641, 100.8
124.176, 100.6
124.721, 100.6
125.552, 100.6
126.066, 100.7
126.642, 100.9
127.133, 101.1
127.619, 101.5
128.048, 101.8
128.506, 102.3
128.957, 103.0
129.19 , 103.5
129.211, 103.6
127.871, 105.0
127.892, 104.7
127.819, 104.2
127.682, 103.8
127.456, 103.4
127.025, 102.9
123.026, 106.9
123.47 , 107.3
123.979, 107.5
124.528, 107.7
125.095, 107.7
125.658, 107.6
126.196, 107.4
126.687, 107.2
126.965, 106.9
122.972, 102.9
123.463, 102.5
124.114, 102.2
124.464, 102.1
125.121, 102.1
125.184, 101.7
125.808, 101.8
126.215, 101.9
126.737, 102.2
127.252, 102.6
127.646, 103.0
127.992, 103.5
128.135, 103.8
128.263, 104.5
128.266, 105.1
128.144, 105.7
127.9 Y, 106.3
127.545, 106.9
127.381, 107.0
126.897, 107.5
126.342, 107.8
125.734, 108.0
125.099, 108.1
124.459, 108.0
123.841, 107.9
123.266, 107.6
122.758, 107.2
122.335, 106.7
122.014, 106.2
121.807, 105.5
121.722, 104.9
121.762, 104.3
121.953, 103.6
122.229, 103.2
122.616, 102.7
123.069, 102.3
123.577, 102.0
123.967, 101.8
124.416, 101.7
124.986, 101.7
124.416, 101.7
123.967, 101.8
123.577, 102.0
123.069, 102.3
122.616, 102.7
122.29 , 103.1
90.375 , 112.7
90.625 , 112.6
90.875 , 112.5
91.124 , 112.4
91.374 , 112.3
91.461 , 112.3
91.494 , 112.3
91.543 , 112.3
91.591 , 112.2
91.64 Y, 112.2
91.688 , 112.1
91.737 , 112.1
91.785 , 112.0
92.724 , 111.7
93.487 , 111.5
94.465 , 111.1
96.421 , 110.6
97.938 , 110.1
99.456 , 109.7
100.252, 109.4
102.033, 109.0
102.094, 109.0
102.155, 109.0
102.216, 109.0
102.277, 109.0
102.338, 109.0
102.399, 109.0
102.46 , 109.0
102.412, 109.0
102.364, 109.1
102.316, 109.1
102.268, 109.2
102.219, 109.2
102.171, 109.2
102.123, 109.3
100.352, 109.8
99.563 , 110.0
98.055 , 110.5
96.547 , 111.0
94.586 , 111.6
93.606 , 111.8
92.832 , 112.1
91.885 , 112.3
91.82 Y, 112.3
91.755 , 112.3
91.69 Y, 112.3
91.625 , 112.3
91.56 Y, 112.3
91.554 , 112.3
91.494 , 112.3
91.543 , 112.3
91.591 , 112.2
91.64 Y, 112.2
91.688 , 112.1
91.737 , 112.1
91.785 , 112.0
92.724 , 111.7
93.487 , 111.5
94.347 , 111.2
102.46 , 109.0
102.891, 108.9
104.609, 108.4
105.465, 108.2
105.476, 108.2
110.591, 106.9
111 Y10, 106.8
111.697, 106.6
112.394, 106.4
113.092, 106.3
113.416, 106.2
113.74 , 106.1
114.065, 106.0
113.74 , 106.1
113.416, 106.2
113.092, 106.3
112.394, 106.4
111.697, 106.6
111 Y10, 106.8
110.999, 106.8
117.208, 105.2
116.116, 105.6
115.436, 105.9
114.983, 106.0
114.53 , 106.2
114.41 , 106.2
114.29 , 106.3
114.17 , 106.4
113.258, 106.6
111.119, 107.2
105.598, 108.6
103.025, 109.4
100.466, 110.1
96.219 , 111.5
93.708 , 112.2
91.498 , 112.8
89.684 , 113.3
88.662 , 113.5
88.646 , 113.4
88.847 , 113.1
89.441 , 112.7
90.201 , 112.3
91.306 , 111.8
92.597 , 111.3
94.345 , 110.8
96.31 Y, 110.2
99.357 , 109.3
104.479, 107.9
107.906, 107.0
110.484, 106.4
113.008, 105.8
113.997, 105.7
114.133, 105.7
114.268, 105.7
114.404, 105.7
114.633, 105.6
114.976, 105.5
115.32 , 105.4
116.004, 105.3
117.148, 105.2
117.208, 105.2
116.116, 105.6
115.436, 105.9
114.983, 106.0
114.53 , 106.2
114.41 , 106.2
114.316, 106.3
134.001, 104.6
134.219, 104.6
134.437, 104.5
134.655, 104.4
134.904, 104.4
135.153, 104.3
135.402, 104.3
135.738, 104.2
135.796, 104.1
135.855, 104.1
135.913, 104.1
135.971, 104.0
136.029, 104.0
136.088, 103.9
136.889, 103.7
137.69 , 103.5
137.73 , 103.5
140.274, 102.9
143.686, 102.0
143.697, 102.0
147.12 , 101.1
149.682, 100.4
151.354, 99.90
156.39 , 98.41
157.898, 97.96
159.175, 97.57
159.451, 97.49
160.577, 97.12
161.292, 96.85
161.272, 96.92
161.07 , 97.14
160.248, 97.62
159.307, 97.98
158.038, 98.41
156.531, 98.88
151.488, 100.3
149.802, 100.8
147.225, 101.5
143.804, 102.4
140.373, 103.3
137.819, 103.9
137.776, 103.9
136.969, 104.1
136.161, 104.2
136.091, 104.2
136.02 , 104.2
135.95 , 104.2
135.879, 104.2
135.809, 104.2
135.798, 104.2
135.738, 104.2
135.796, 104.1
135.855, 104.1
135.913, 104.1
135.971, 104.0
136.029, 104.0
136.088, 103.9
136.889, 103.7
137.69 , 103.5
137.73 , 103.5
138.671, 103.3
128.492, 104.6
128.494, 104.6
128.507, 105.0
128.395, 105.7
128.153, 106.3
127.789, 106.9
127.319, 107.4
126.76 , 107.8
126.133, 108.1
125.46 , 108.3
124.769, 108.3
124.088, 108.2
123.442, 107.9
122.858, 107.6
122.356, 107.1
121.956, 106.5
121.672, 105.9
121.516, 105.2
121.493, 104.6
121.604, 103.9
121.809, 103.4
122.155, 102.9
122.585, 102.4
122.966, 102.1
123.51 , 101.8
124.121, 101.5
124.617, 101.5
125.156, 101.4
125.89 , 101.5
126.289, 101.7
126.854, 102.0
127.291, 102.3
127.701, 102.7
128.132, 103.3
128.329, 103.7
128.484, 104.3
128.49 , 104.5
128.886, 104.5
128.89 , 104.6
128.905, 105.0
128.78 , 105.8
128.511, 106.5
128.106, 107.2
127.583, 107.7
126.96 , 108.2
126.261, 108.5
125.512, 108.7
124.743, 108.7
123.985, 108.6
123.266, 108.3
122.615, 107.9
122.056, 107.4
121.61 , 106.7
121.294, 106.0
121.12 , 105.3
121.095, 104.5
121.219, 103.8
121.457, 103.2
121.85 , 102.6
122.518, 101.9
123.104, 101.5
123.572, 101.3
124.047, 101.2
124.565, 101.1
125.186, 101.0
125.985, 101.2
126.677, 101.4
127.124, 101.7
127.545, 102.0
128 Y10, 102.4
128.471, 103.1
128.705, 103.5
128.88 , 104.3
128.884, 104.4
129.27 , 104.4
129.277, 104.6
129.293, 105.1
129.156, 105.9
128.859, 106.7
128.415, 107.4
127.839, 108.0
127.154, 108.5
126.386, 108.9
125.563, 109.0
124.718, 109.1
123.884, 108.9
123.094, 108.6
122.378, 108.2
121.764, 107.6
121.273, 106.9
120.926, 106.2
120.734, 105.3
120.707, 104.5
120.844, 103.7
121.114, 103.0
121.553, 102.4
122.058, 101.9
122.496, 101.5
122.931, 101.2
123.424, 101.0
123.947, 100.8
124.514, 100.7
125.216, 100.6
126.078, 100.8
126.367, 100.9
126.848, 101.1
127.338, 101.4
127.793, 101.7
128.291, 102.2
128.802, 102.8
129.072, 103.4
129.265, 104.2
129.268, 104.3
129.27 , 104.4
129.277, 104.6
129.293, 105.1
129.156, 105.9
128.859, 106.7
128.485, 107.3
124.814, 102.1
125.723, 102.2
126.027, 102.3
126.633, 102.7
126.968, 103.0
123.085, 106.9
123.358, 107.1
123.836, 107.4
124.359, 107.6
124.908, 107.6
125.46 , 107.6
125.994, 107.5
126.489, 107.2
126.924, 106.9
123.031, 103.0
122.607, 103.4
122.388, 103.8
122.256, 104.2
122.184, 104.7
122.209, 105.1
121.802, 104.6
121.877, 104.1
122.086, 103.5
122.397, 103.1
122.801, 102.7
123.111, 102.4
123.685, 102.0
124.428, 101.8
125.116, 101.7
125.793, 101.8
126.17 , 102.0
126.519, 102.1
127.2 Y, 102.6
127.464, 102.9
127.799, 103.3
128.034, 103.8
128.178, 104.4
128.202, 105.0
128.102, 105.6
127.884, 106.2
127.553, 106.7
127.125, 107.2
126.614, 107.6
126.039, 107.8
125.422, 108.0
124.789, 108.0
124.164, 107.9
123.573, 107.7
123.038, 107.3
122.58 , 106.9
122.216, 106.4
121.959, 105.8
121.82 , 105.2
121.808, 104.8
121.82 , 105.2
121.959, 105.8
122.216, 106.4
122.58 , 106.9
123.038, 107.3
123.216, 107.4
114.262, 105.7
114.623, 105.6
114.984, 105.5
115.345, 105.5
115.563, 105.4
115.781, 105.3
115.999, 105.3
114.262, 105.7
114.204, 105.8
114.145, 105.8
114.087, 105.8
114.029, 105.9
113.971, 105.9
113.912, 106.0
113.111, 106.2
112.31 , 106.4
112.27 , 106.4
109.726, 107.0
106.314, 107.9
104.596, 108.4
102.879, 108.8
100.317, 109.5
99.494 , 109.8
96.104 , 110.8
93.723 , 111.5
92.102 , 112.0
90.824 , 112.4
90.549 , 112.5
89.892 , 112.7
89.577 , 112.8
89.262 , 112.9
88.65 Y, 113.1
88.779 , 112.9
89.108 , 112.6
89.309 , 112.5
89.762 , 112.3
90.693 , 112.0
91.962 , 111.5
93.581 , 111.0
95.961 , 110.3
99.365 , 109.3
100.192, 109.1
102.766, 108.4
104.487, 107.9
106.205, 107.5
109.627, 106.6
112.181, 106.0
112.224, 106.0
113.031, 105.8
113.839, 105.7
113.909, 105.7
113.98 , 105.7
114.05 , 105.7
114.121, 105.7
114.191, 105.7
114.202, 105.7
114.262, 105.7
114.204, 105.8
114.145, 105.8
114.087, 105.8
114.029, 105.9
113.971, 105.9
113.912, 106.0
113.111, 106.2
112.31 , 106.4
112.27 , 106.4
111.329, 106.6
135.897, 104.4
139.525, 103.5
142.103, 102.9
147.526, 101.5
151.463, 100.4
155.763, 99.18
158.736, 98.26
160.328, 97.67
160.919, 97.39
160.328, 97.67
158.736, 98.26
157.964, 98.50
128.366, 104.1
128.392, 104.2
128.41 , 104.5
128.436, 104.9
128.348, 105.6
128.132, 106.2
127.796, 106.8
127.352, 107.3
126.818, 107.7
126.214, 108.0
125.561, 108.2
124.887, 108.2
124.218, 108.1
123.579, 107.9
122.995, 107.6
122.489, 107.1
122.08 , 106.6
121.782, 106.0
121.608, 105.4
121.564, 104.7
121.652, 104.0
121.824, 103.5
122.106, 103.1
122.524, 102.6
122.974, 102.2
123.557, 101.8
124.182, 101.6
124.769, 101.5
125.213, 101.5
125.852, 101.6
126.462, 101.9
127.006, 102.2
127.506, 102.6
127.987, 103.2
128.218, 103.6
128.35 , 104.1
128.738, 104.0
128.786, 104.2
128.807, 104.5
128.835, 104.9
128.737, 105.7
128.495, 106.4
128.12 , 107.0
127.625, 107.6
127.029, 108.0
126.354, 108.4
125.626, 108.6
124.874, 108.6
124.127, 108.5
123.414, 108.3
122.763, 107.9
122.198, 107.4
121.741, 106.8
121.409, 106.1
121.214, 105.4
121.165, 104.7
121.263, 103.9
121.463, 103.3
121.789, 102.8
122.232, 102.3
122.741, 101.9
123.376, 101.5
124.08 , 101.2
124.75 , 101.1
125.49 , 101.1
126.153, 101.3
126.637, 101.5
127.247, 101.9
127.79 , 102.3
128.316, 103.0
128.588, 103.5
128.722, 103.9
129.101, 103.9
129.169, 104.1
129.193, 104.5
129.224, 104.9
129.116, 105.8
128.85 , 106.5
128.436, 107.3
127.891, 107.9
127.234, 108.4
126.491, 108.7
125.69 , 109.0
124.861, 109.0
124.039, 108.9
123.253, 108.6
122.536, 108.2
121.914, 107.7
121.41 , 107.0
121.045, 106.3
120.83 , 105.5
120.776, 104.7
120.885, 103.8
121.111, 103.2
121.48 , 102.6
122.117, 101.9
122.514, 101.6
123.199, 101.1
123.689, 100.9
124.205, 100.8
124.73 , 100.7
125.535, 100.8
126.055, 100.9
126.561, 101.0
127.039, 101.3
127.482, 101.6
128.067, 102.1
128.636, 102.7
128.948, 103.3
129.085, 103.8
127.705, 105.2
127.704, 104.4
127.569, 103.9
127.403, 103.6
126.911, 103.0
123.135, 106.8
123.403, 107.1
123.868, 107.3
124.377, 107.5
124.91 , 107.6
125.447, 107.5
125.966, 107.4
126.448, 107.2
126.873, 106.8
123.087, 103.0
122.671, 103.5
122.459, 103.8
122.331, 104.2
122.261, 104.7
122.289, 105.2
122.261, 104.7
122.331, 104.2
122.459, 103.8
122.671, 103.5
123.087, 103.0
123.635, 103.6
124.798, 101.8
125.444, 101.9
126.18 , 102.1
126.836, 102.4
127.296, 102.8
127.715, 103.3
127.941, 103.8
128.094, 104.3
128.129, 104.9
128.045, 105.5
127.843, 106.1
127.555, 106.6
127.534, 106.7
127.128, 107.1
126.641, 107.5
126.091, 107.7
125.5 Y, 107.9
124.889, 107.9
124.282, 107.9
123.698, 107.7
123.165, 107.3
122.704, 106.9
122.332, 106.5
122.063, 105.9
121.906, 105.3
121.869, 104.7
121.941, 104.1
122.087, 103.7
122.36 , 103.2
122.848, 102.7
123.155, 102.4
123.663, 102.1
124.063, 102.0
124.602, 101.9
124.063, 102.0
123.663, 102.1
123.155, 102.4
122.848, 102.7
122.36 , 103.2
122.122, 103.6
88.866 , 112.7
89.358 , 112.4
90.14 Y, 112.1
91.264 , 111.7
94.239 , 110.8
98.496 , 109.5
104.474, 107.9
107.905, 107.0
110.475, 106.4
114.099, 105.5
111.025, 106.2
121.658, 105.0
121.639, 104.8
121.706, 104.1
121.883, 103.6
122.169, 103.1
122.58 , 102.7
123.019, 102.3
123.59 , 101.9
124.185, 101.7
124.8 Y, 101.6
125.354, 101.6
125.856, 101.7
126.424, 101.9
127.012, 102.3
127.443, 102.7
127.922, 103.2
128.15 , 103.6
128.296, 104.1
128.362, 104.8
128.334, 105.1
128.297, 105.5
128.106, 106.1
127.796, 106.7
127.378, 107.2
126.87 , 107.6
126.288, 107.9
125.657, 108.1
125 Y10, 108.2
124.343, 108.1
123.712, 107.9
123.13 , 107.6
122.622, 107.2
122.204, 106.7
121.894, 106.1
121.703, 105.5
121.664, 105.1
121.268, 105.1
121.24 , 104.8
121.357, 103.9
121.527, 103.4
121.853, 102.9
122.287, 102.4
122.786, 101.9
123.409, 101.6
123.837, 101.4
124.513, 101.2
125.039, 101.2
125.712, 101.3
126.358, 101.5
126.824, 101.7
127.25 , 102.0
127.73 , 102.4
128.25 , 103.0
128.519, 103.5
128.688, 104.1
128.761, 104.8
128.729, 105.1
128.688, 105.5
128.475, 106.2
128.128, 106.9
127.66 , 107.5
127.091, 107.9
126.441, 108.3
125.735, 108.5
125 Y10, 108.6
124.265, 108.5
123.559, 108.3
122.909, 107.9
122.34 , 107.5
121.872, 106.9
121.525, 106.2
121.312, 105.5
121.274, 105.2
120.889, 105.2
120.851, 104.8
120.9 Y, 104.3
120.988, 103.8
121.179, 103.2
121.544, 102.6
122.169, 102.0
122.559, 101.6
123.232, 101.2
123.713, 101.0
124.219, 100.9
124.889, 100.8
125.498, 100.8
126.059, 101 E
126.536, 101.1
127.017, 101.4
127.482, 101.7
128.01 , 102.1
128.57 , 102.8
128.878, 103.3
129.07 , 104.0
129.149, 104.8
